id,name,score1,score2
2448,student_2448,99,53
2449,student_2449,68,71
2450,student_2450,96,71
2451,student_2451,94,73
2452,student_2452,97,88
2453,student_2453,100,74
2454,student_2454,73,64
2455,student_2455,69,57
2456,student_2456,62,60
2457,student_2457,51,62
2458,student_2458,69,90
2459,student_2459,58,94
2460,student_2460,88,67
2461,student_2461,70,95
2462,student_2462,52,66
2463,student_2463,87,69
2464,student_2464,68,89
2465,student_2465,98,58
2466,student_2466,93,63
2467,student_2467,53,58
2468,student_2468,59,58
2469,student_2469,69,67
2470,student_2470,54,80
2471,student_2471,65,69
2472,student_2472,62,94
2473,student_2473,83,78
2474,student_2474,92,85
2475,student_2475,97,89
2476,student_2476,93,94
2477,student_2477,75,63
2478,student_2478,88,97
2479,student_2479,53,75
2480,student_2480,98,91
2481,student_2481,98,58
2482,student_2482,98,52
2483,student_2483,66,84
2484,student_2484,50,87
2485,student_2485,91,69
2486,student_2486,70,93
2487,student_2487,74,52
2488,student_2488,64,57
2489,student_2489,98,79
2490,student_2490,58,97
2491,student_2491,90,63
2492,student_2492,65,59
2493,student_2493,70,89
2494,student_2494,60,60
2495,student_2495,83,53
2496,student_2496,67,84
2497,student_2497,80,99
2498,student_2498,70,71
2499,student_2499,71,87
2500,student_2500,100,83
2501,student_2501,54,89
2502,student_2502,64,80
2503,student_2503,52,68
2504,student_2504,72,94
2505,student_2505,54,66
2506,student_2506,93,79
2507,student_2507,75,56
2508,student_2508,77,81
2509,student_2509,98,54
2510,student_2510,63,72
2511,student_2511,60,65
2512,student_2512,51,82
2513,student_2513,60,51
2514,student_2514,50,74
2515,student_2515,88,82
2516,student_2516,82,100
2517,student_2517,50,57
2518,student_2518,77,82
2519,student_2519,67,85
2520,student_2520,67,60
2521,student_2521,80,92
2522,student_2522,99,80
2523,student_2523,63,60
2524,student_2524,51,66
2525,student_2525,71,73
2526,student_2526,66,91
2527,student_2527,53,67
2528,student_2528,89,59
2529,student_2529,69,53
2530,student_2530,100,73
2531,student_2531,84,53
2532,student_2532,65,86
2533,student_2533,65,93
2534,student_2534,52,70
2535,student_2535,50,54
2536,student_2536,81,98
2537,student_2537,86,53
2538,student_2538,96,58
2539,student_2539,84,100
2540,student_2540,63,80
2541,student_2541,64,61
2542,student_2542,89,53
2543,student_2543,54,56
2544,student_2544,87,76
2545,student_2545,59,64
2546,student_2546,97,66
2547,student_2547,60,100
2548,student_2548,86,50
2549,student_2549,66,75
2550,student_2550,82,50
2551,student_2551,51,92
2552,student_2552,58,84
2553,student_2553,67,56
2554,student_2554,94,82
2555,student_2555,91,77
2556,student_2556,69,100
2557,student_2557,76,71
2558,student_2558,82,84
2559,student_2559,65,87
2560,student_2560,88,86
2561,student_2561,99,90
2562,student_2562,79,54
2563,student_2563,65,85
2564,student_2564,89,65
2565,student_2565,96,81
2566,student_2566,50,65
2567,student_2567,88,51
2568,student_2568,50,72
2569,student_2569,92,99
2570,student_2570,57,57
2571,student_2571,92,93
2572,student_2572,96,72
2573,student_2573,51,69
2574,student_2574,95,93
2575,student_2575,84,98
2576,student_2576,84,94
2577,student_2577,54,86
2578,student_2578,99,82
2579,student_2579,99,79
2580,student_2580,96,59
2581,student_2581,53,91
2582,student_2582,53,62
2583,student_2583,69,58
2584,student_2584,88,53
2585,student_2585,74,100
2586,student_2586,97,55
2587,student_2587,59,57
2588,student_2588,70,54
2589,student_2589,98,94
2590,student_2590,100,90
2591,student_2591,60,63
2592,student_2592,98,79
2593,student_2593,86,86
2594,student_2594,77,81
2595,student_2595,93,53
2596,student_2596,80,50
2597,student_2597,59,62
2598,student_2598,96,60
2599,student_2599,78,58
2600,student_2600,63,70
2601,student_2601,80,68
2602,student_2602,65,80
2603,student_2603,80,99
2604,student_2604,67,69
2605,student_2605,100,50
2606,student_2606,58,81
2607,student_2607,89,88
2608,student_2608,54,70
2609,student_2609,88,58
2610,student_2610,84,82
2611,student_2611,62,54
2612,student_2612,72,72
2613,student_2613,88,63
2614,student_2614,67,65
2615,student_2615,78,84
2616,student_2616,58,86
2617,student_2617,74,67
2618,student_2618,82,87
2619,student_2619,90,66
2620,student_2620,76,65
2621,student_2621,66,92
2622,student_2622,88,61
2623,student_2623,90,67
2624,student_2624,71,64
2625,student_2625,68,70
2626,student_2626,55,88
2627,student_2627,69,90
2628,student_2628,50,97
2629,student_2629,97,67
2630,student_2630,75,80
2631,student_2631,80,54
2632,student_2632,94,85
2633,student_2633,79,57
2634,student_2634,68,97
2635,student_2635,51,72
2636,student_2636,61,86
2637,student_2637,88,61
2638,student_2638,84,90
2639,student_2639,57,78
2640,student_2640,95,79
2641,student_2641,52,89
2642,student_2642,82,94
2643,student_2643,79,92
2644,student_2644,85,65
2645,student_2645,61,61
2646,student_2646,89,98
2647,student_2647,80,60
2648,student_2648,95,64
2649,student_2649,50,75
2650,student_2650,82,51
2651,student_2651,94,81
2652,student_2652,53,89
2653,student_2653,98,65
2654,student_2654,70,77
2655,student_2655,56,93
2656,student_2656,99,65
2657,student_2657,90,96
2658,student_2658,55,87
2659,student_2659,77,80
2660,student_2660,98,92
2661,student_2661,64,52
2662,student_2662,74,72
2663,student_2663,71,91
2664,student_2664,97,95
2665,student_2665,54,96
2666,student_2666,96,83
2667,student_2667,62,92
2668,student_2668,95,100
2669,student_2669,66,77
2670,student_2670,74,91
2671,student_2671,52,57
2672,student_2672,81,67
2673,student_2673,57,64
2674,student_2674,95,99
2675,student_2675,86,78
2676,student_2676,81,52
2677,student_2677,78,87
2678,student_2678,50,67
2679,student_2679,95,77
2680,student_2680,87,100
2681,student_2681,93,64
2682,student_2682,61,95
2683,student_2683,72,77
2684,student_2684,91,93
2685,student_2685,52,79
2686,student_2686,82,98
2687,student_2687,92,61
2688,student_2688,95,80
2689,student_2689,59,77
2690,student_2690,91,81
2691,student_2691,88,52
2692,student_2692,70,64
2693,student_2693,70,70
2694,student_2694,67,82
2695,student_2695,75,57
2696,student_2696,74,63
2697,student_2697,59,85
2698,student_2698,65,71
2699,student_2699,71,86
2700,student_2700,68,85
2701,student_2701,96,53
2702,student_2702,50,68
2703,student_2703,71,77
2704,student_2704,83,88
2705,student_2705,53,51
2706,student_2706,82,56
2707,student_2707,51,85
2708,student_2708,86,62
2709,student_2709,53,57
2710,student_2710,93,89
2711,student_2711,70,90
2712,student_2712,79,88
2713,student_2713,80,75
2714,student_2714,96,73
2715,student_2715,84,61
2716,student_2716,85,98
2717,student_2717,52,92
2718,student_2718,58,64
2719,student_2719,76,90
2720,student_2720,55,57
2721,student_2721,75,51
2722,student_2722,88,58
2723,student_2723,94,88
2724,student_2724,80,63
2725,student_2725,91,70
2726,student_2726,65,85
2727,student_2727,55,75
2728,student_2728,91,73
2729,student_2729,54,88
2730,student_2730,94,66
2731,student_2731,91,93
2732,student_2732,51,87
2733,student_2733,79,87
2734,student_2734,50,87
2735,student_2735,99,56
2736,student_2736,58,88
2737,student_2737,52,67
2738,student_2738,98,90
2739,student_2739,71,81
2740,student_2740,62,61
2741,student_2741,52,71
2742,student_2742,58,56
2743,student_2743,56,80
2744,student_2744,68,85
2745,student_2745,77,76
2746,student_2746,91,53
2747,student_2747,58,83
2748,student_2748,86,59
2749,student_2749,65,89
2750,student_2750,74,72
2751,student_2751,88,88
2752,student_2752,62,58
2753,student_2753,67,72
2754,student_2754,51,75
2755,student_2755,81,97
2756,student_2756,56,84
2757,student_2757,61,80
2758,student_2758,74,84
2759,student_2759,59,80
2760,student_2760,53,87
2761,student_2761,93,73
2762,student_2762,50,96
2763,student_2763,86,50
2764,student_2764,80,83
2765,student_2765,76,68
2766,student_2766,58,80
2767,student_2767,86,57
2768,student_2768,56,69
2769,student_2769,98,68
2770,student_2770,83,57
2771,student_2771,83,98
2772,student_2772,92,91
2773,student_2773,81,53
2774,student_2774,58,59
2775,student_2775,96,95
2776,student_2776,88,99
2777,student_2777,96,65
2778,student_2778,84,89
2779,student_2779,100,97
2780,student_2780,90,69
2781,student_2781,87,64
2782,student_2782,82,75
2783,student_2783,88,53
2784,student_2784,98,73
2785,student_2785,73,79
2786,student_2786,95,87
2787,student_2787,73,63
2788,student_2788,66,61
2789,student_2789,80,53
2790,student_2790,86,96
2791,student_2791,82,53
2792,student_2792,64,70
2793,student_2793,78,98
2794,student_2794,75,53
2795,student_2795,74,97
2796,student_2796,99,91
2797,student_2797,85,65
2798,student_2798,100,52
2799,student_2799,66,76
2800,student_2800,91,61
2801,student_2801,81,100
2802,student_2802,62,66
2803,student_2803,80,54
2804,student_2804,65,67
2805,student_2805,92,77
2806,student_2806,96,62
2807,student_2807,91,63
2808,student_2808,76,54
2809,student_2809,66,83
2810,student_2810,77,86
2811,student_2811,94,81
2812,student_2812,96,51
2813,student_2813,78,54
2814,student_2814,57,55
2815,student_2815,66,53
2816,student_2816,59,76
2817,student_2817,53,60
2818,student_2818,80,52
2819,student_2819,62,83
2820,student_2820,98,69
2821,student_2821,63,60
2822,student_2822,50,70
2823,student_2823,68,66
2824,student_2824,51,50
2825,student_2825,57,84
2826,student_2826,54,74
2827,student_2827,52,61
2828,student_2828,79,73
2829,student_2829,84,88
2830,student_2830,75,50
2831,student_2831,59,71
2832,student_2832,90,68
2833,student_2833,94,79
2834,student_2834,57,86
2835,student_2835,89,96
2836,student_2836,69,76
2837,student_2837,94,75
2838,student_2838,75,85
2839,student_2839,57,50
2840,student_2840,61,56
2841,student_2841,91,63
2842,student_2842,72,80
2843,student_2843,89,57
2844,student_2844,98,94
2845,student_2845,74,66
2846,student_2846,95,76
2847,student_2847,74,74
2848,student_2848,54,93
2849,student_2849,98,97
2850,student_2850,53,56
2851,student_2851,100,66
2852,student_2852,92,75
2853,student_2853,100,87
2854,student_2854,53,81
2855,student_2855,52,52
2856,student_2856,99,80
2857,student_2857,65,60
2858,student_2858,62,54
2859,student_2859,70,72
2860,student_2860,96,74
2861,student_2861,90,94
2862,student_2862,66,59
2863,student_2863,86,50
2864,student_2864,80,75
2865,student_2865,78,97
2866,student_2866,90,57
2867,student_2867,74,92
2868,student_2868,62,98
2869,student_2869,79,81
2870,student_2870,51,94
2871,student_2871,65,56
2872,student_2872,69,78
2873,student_2873,80,82
2874,student_2874,64,56
2875,student_2875,55,58
2876,student_2876,95,62
2877,student_2877,76,80
2878,student_2878,54,71
2879,student_2879,72,96
2880,student_2880,83,74
2881,student_2881,70,67
2882,student_2882,81,68
2883,student_2883,95,100
2884,student_2884,52,100
2885,student_2885,57,64
2886,student_2886,51,99
2887,student_2887,91,63
2888,student_2888,84,61
2889,student_2889,66,63
2890,student_2890,75,68
2891,student_2891,56,58
2892,student_2892,62,86
2893,student_2893,94,74
2894,student_2894,79,90
2895,student_2895,69,52
2896,student_2896,80,64
2897,student_2897,79,75
2898,student_2898,87,87
2899,student_2899,76,96
2900,student_2900,84,70
2901,student_2901,81,90
2902,student_2902,96,51
2903,student_2903,92,53
2904,student_2904,58,95
2905,student_2905,71,73
2906,student_2906,56,66
2907,student_2907,53,81
2908,student_2908,72,74
2909,student_2909,61,55
2910,student_2910,70,66
2911,student_2911,92,96
2912,student_2912,99,53
2913,student_2913,51,53
2914,student_2914,55,61
2915,student_2915,59,95
2916,student_2916,65,72
2917,student_2917,51,77
2918,student_2918,100,81
2919,student_2919,87,79
2920,student_2920,79,70
2921,student_2921,61,78
2922,student_2922,81,96
2923,student_2923,60,93
2924,student_2924,85,65
2925,student_2925,90,86
2926,student_2926,81,54
2927,student_2927,80,74
2928,student_2928,73,56
2929,student_2929,54,92
2930,student_2930,56,61
2931,student_2931,91,63
2932,student_2932,65,60
2933,student_2933,81,87
2934,student_2934,67,58
2935,student_2935,52,50
2936,student_2936,92,100
2937,student_2937,62,83
2938,student_2938,99,50
2939,student_2939,72,70
2940,student_2940,71,75
2941,student_2941,85,62
2942,student_2942,54,86
2943,student_2943,61,69
2944,student_2944,83,90
2945,student_2945,80,51
2946,student_2946,82,57
2947,student_2947,78,72
2948,student_2948,81,96
2949,student_2949,85,98
2950,student_2950,78,82
2951,student_2951,50,68
2952,student_2952,98,63
2953,student_2953,93,82
2954,student_2954,70,56
2955,student_2955,80,56
2956,student_2956,81,54
2957,student_2957,58,72
2958,student_2958,69,97
2959,student_2959,81,76
2960,student_2960,64,67
2961,student_2961,71,100
2962,student_2962,92,81
2963,student_2963,87,50
2964,student_2964,62,58
2965,student_2965,83,77
2966,student_2966,92,72
2967,student_2967,74,96
2968,student_2968,51,79
2969,student_2969,96,58
2970,student_2970,69,84
2971,student_2971,78,96
2972,student_2972,95,85
2973,student_2973,79,87
2974,student_2974,83,53
2975,student_2975,60,78
2976,student_2976,82,98
2977,student_2977,83,95
2978,student_2978,82,86
2979,student_2979,78,63
2980,student_2980,57,73
2981,student_2981,99,74
2982,student_2982,85,92
2983,student_2983,76,65
2984,student_2984,88,62
2985,student_2985,77,98
2986,student_2986,70,68
2987,student_2987,99,94
2988,student_2988,88,73
2989,student_2989,73,98
2990,student_2990,96,66
2991,student_2991,64,74
2992,student_2992,85,64
2993,student_2993,89,55
2994,student_2994,72,99
2995,student_2995,86,100
2996,student_2996,77,62
2997,student_2997,78,78
2998,student_2998,98,99
2999,student_2999,57,52
3000,student_3000,51,61
3001,student_3001,89,54
3002,student_3002,58,78
3003,student_3003,65,81
3004,student_3004,95,77
3005,student_3005,86,78
3006,student_3006,76,88
3007,student_3007,72,68
3008,student_3008,65,100
3009,student_3009,90,76
3010,student_3010,77,68
3011,student_3011,99,51
3012,student_3012,91,91
3013,student_3013,61,56
3014,student_3014,73,72
3015,student_3015,50,87
3016,student_3016,88,60
3017,student_3017,67,68
3018,student_3018,100,77
3019,student_3019,57,68
3020,student_3020,92,72
3021,student_3021,93,60
3022,student_3022,80,73
3023,student_3023,61,61
3024,student_3024,72,99
3025,student_3025,62,76
3026,student_3026,85,86
3027,student_3027,74,51
3028,student_3028,79,80
3029,student_3029,70,98
3030,student_3030,96,74
3031,student_3031,79,54
3032,student_3032,96,67
3033,student_3033,60,92
3034,student_3034,96,58
3035,student_3035,61,82
3036,student_3036,82,66
3037,student_3037,59,85
3038,student_3038,81,87
3039,student_3039,89,56
3040,student_3040,95,72
3041,student_3041,77,58
3042,student_3042,73,92
3043,student_3043,52,91
3044,student_3044,82,59
3045,student_3045,83,77
3046,student_3046,50,68
3047,student_3047,60,98
3048,student_3048,95,91
3049,student_3049,98,75
3050,student_3050,87,67
3051,student_3051,57,53
3052,student_3052,91,61
3053,student_3053,64,91
3054,student_3054,64,82
3055,student_3055,50,68
3056,student_3056,80,82
3057,student_3057,97,93
3058,student_3058,74,90
3059,student_3059,60,94
3060,student_3060,93,67
3061,student_3061,63,90
3062,student_3062,93,99
3063,student_3063,63,58
3064,student_3064,56,98
3065,student_3065,64,70
3066,student_3066,80,56
3067,student_3067,92,65
3068,student_3068,54,55
3069,student_3069,76,94
3070,student_3070,74,99
3071,student_3071,93,89
3072,student_3072,72,89
3073,student_3073,92,99
3074,student_3074,69,58
3075,student_3075,75,51
3076,student_3076,65,64
3077,student_3077,52,56
3078,student_3078,51,93
3079,student_3079,83,61
3080,student_3080,69,90
3081,student_3081,68,86
3082,student_3082,73,95
3083,student_3083,90,60
3084,student_3084,60,82
3085,student_3085,93,74
3086,student_3086,99,98
3087,student_3087,51,61
3088,student_3088,58,65
3089,student_3089,82,94
3090,student_3090,94,92
3091,student_3091,94,94
3092,student_3092,72,71
3093,student_3093,99,97
3094,student_3094,55,99
3095,student_3095,100,66
3096,student_3096,90,67
3097,student_3097,65,91
3098,student_3098,82,70
3099,student_3099,96,70
3100,student_3100,82,100
3101,student_3101,71,67
3102,student_3102,83,73
3103,student_3103,62,89
3104,student_3104,61,67
3105,student_3105,71,90
3106,student_3106,55,72
3107,student_3107,74,90
3108,student_3108,63,68
3109,student_3109,68,75
3110,student_3110,100,58
3111,student_3111,76,66
3112,student_3112,94,96
3113,student_3113,80,76
3114,student_3114,94,84
3115,student_3115,73,63
3116,student_3116,87,65
3117,student_3117,80,65
3118,student_3118,72,56
3119,student_3119,54,81
3120,student_3120,65,82
3121,student_3121,76,52
3122,student_3122,60,83
3123,student_3123,94,79
3124,student_3124,95,77
3125,student_3125,68,69
3126,student_3126,68,52
3127,student_3127,79,77
3128,student_3128,51,87
3129,student_3129,98,89
3130,student_3130,55,75
3131,student_3131,59,53
3132,student_3132,87,81
3133,student_3133,74,86
3134,student_3134,73,70
3135,student_3135,62,73
3136,student_3136,55,50
3137,student_3137,100,55
3138,student_3138,77,93
3139,student_3139,92,79
3140,student_3140,53,53
3141,student_3141,61,62
3142,student_3142,91,91
3143,student_3143,76,94
3144,student_3144,94,96
3145,student_3145,75,52
3146,student_3146,65,89
3147,student_3147,61,93
3148,student_3148,89,58
3149,student_3149,80,82
3150,student_3150,90,89
3151,student_3151,84,98
3152,student_3152,63,86
3153,student_3153,91,83
3154,student_3154,99,60
3155,student_3155,76,87
3156,student_3156,52,89
3157,student_3157,67,72
3158,student_3158,53,74
3159,student_3159,51,73
3160,student_3160,52,63
3161,student_3161,65,76
3162,student_3162,89,62
3163,student_3163,55,89
3164,student_3164,67,54
3165,student_3165,61,83
3166,student_3166,64,96
3167,student_3167,83,68
3168,student_3168,66,58
3169,student_3169,62,78
3170,student_3170,72,71
3171,student_3171,93,71
3172,student_3172,61,65
3173,student_3173,98,91
3174,student_3174,81,55
3175,student_3175,87,88
3176,student_3176,72,53
3177,student_3177,72,99
3178,student_3178,51,61
3179,student_3179,58,57
3180,student_3180,94,98
3181,student_3181,69,72
3182,student_3182,55,90
3183,student_3183,96,85
3184,student_3184,90,79
3185,student_3185,90,84
3186,student_3186,70,65
3187,student_3187,100,94
3188,student_3188,79,77
3189,student_3189,64,77
3190,student_3190,78,76
3191,student_3191,68,71
3192,student_3192,82,77
3193,student_3193,50,62
3194,student_3194,78,96
3195,student_3195,96,68
3196,student_3196,87,86
3197,student_3197,54,54
3198,student_3198,96,98
3199,student_3199,50,76
3200,student_3200,55,99
3201,student_3201,73,71
3202,student_3202,52,89
3203,student_3203,62,83
3204,student_3204,81,77
3205,student_3205,55,89
3206,student_3206,100,73
3207,student_3207,58,82
3208,student_3208,68,88
3209,student_3209,100,65
3210,student_3210,82,67
3211,student_3211,77,50
3212,student_3212,86,63
3213,student_3213,65,56
3214,student_3214,87,78
3215,student_3215,93,99
3216,student_3216,54,69
3217,student_3217,83,86
3218,student_3218,76,95
3219,student_3219,65,88
3220,student_3220,99,55
3221,student_3221,95,70
3222,student_3222,62,89
3223,student_3223,96,74
3224,student_3224,97,95
3225,student_3225,63,97
3226,student_3226,89,64
3227,student_3227,80,85
3228,student_3228,82,95
3229,student_3229,57,82
3230,student_3230,83,68
3231,student_3231,69,88
3232,student_3232,80,79
3233,student_3233,52,92
3234,student_3234,54,59
3235,student_3235,60,99
3236,student_3236,84,82
3237,student_3237,86,70
3238,student_3238,53,100
3239,student_3239,56,97
3240,student_3240,55,79
3241,student_3241,97,63
3242,student_3242,75,98
3243,student_3243,53,77
3244,student_3244,81,100
3245,student_3245,96,86
3246,student_3246,63,78
3247,student_3247,85,54
3248,student_3248,86,71
3249,student_3249,99,55
3250,student_3250,86,80
3251,student_3251,83,77
3252,student_3252,73,69
3253,student_3253,51,69
3254,student_3254,53,83
3255,student_3255,79,55
3256,student_3256,96,95
3257,student_3257,88,98
3258,student_3258,75,52
3259,student_3259,60,97
3260,student_3260,73,79
3261,student_3261,56,51
3262,student_3262,76,84
3263,student_3263,75,64
3264,student_3264,67,62
3265,student_3265,76,93
3266,student_3266,74,54
3267,student_3267,74,70
3268,student_3268,68,100
3269,student_3269,60,77
3270,student_3270,92,89
3271,student_3271,91,92
3272,student_3272,87,94
3273,student_3273,89,62
3274,student_3274,64,100
3275,student_3275,89,84
3276,student_3276,83,79
3277,student_3277,87,80
3278,student_3278,74,94
3279,student_3279,94,93
3280,student_3280,60,50
3281,student_3281,80,98
3282,student_3282,52,58
3283,student_3283,89,90
3284,student_3284,84,81
3285,student_3285,65,85
3286,student_3286,62,100
3287,student_3287,61,91
3288,student_3288,63,79
3289,student_3289,54,79
3290,student_3290,85,62
3291,student_3291,93,95
3292,student_3292,89,93
3293,student_3293,69,98
3294,student_3294,97,61
3295,student_3295,70,66
3296,student_3296,60,94
3297,student_3297,74,61
3298,student_3298,95,53
3299,student_3299,93,89
3300,student_3300,95,90
3301,student_3301,62,51
3302,student_3302,97,55
3303,student_3303,67,80
3304,student_3304,60,71
3305,student_3305,79,92
3306,student_3306,64,51
3307,student_3307,99,95
3308,student_3308,69,80
3309,student_3309,50,81
3310,student_3310,88,58
3311,student_3311,61,70
3312,student_3312,87,84
3313,student_3313,96,60
3314,student_3314,93,96
3315,student_3315,58,70
3316,student_3316,82,55
3317,student_3317,65,51
3318,student_3318,100,97
3319,student_3319,65,74
3320,student_3320,90,54
3321,student_3321,88,84
3322,student_3322,90,60
3323,student_3323,83,93
3324,student_3324,50,69
3325,student_3325,84,76
3326,student_3326,64,76
3327,student_3327,97,90
3328,student_3328,69,54
3329,student_3329,78,73
3330,student_3330,60,69
3331,student_3331,65,83
3332,student_3332,57,56
3333,student_3333,97,59
3334,student_3334,86,76
3335,student_3335,80,58
3336,student_3336,52,55
3337,student_3337,62,78
3338,student_3338,67,81
3339,student_3339,63,90
3340,student_3340,77,89
3341,student_3341,78,98
3342,student_3342,57,84
3343,student_3343,61,75
3344,student_3344,67,91
3345,student_3345,69,52
3346,student_3346,78,87
3347,student_3347,85,82
3348,student_3348,88,68
3349,student_3349,96,50
3350,student_3350,50,64
3351,student_3351,80,83
3352,student_3352,77,91
3353,student_3353,56,97
3354,student_3354,78,53
3355,student_3355,79,98
3356,student_3356,60,53
3357,student_3357,74,62
3358,student_3358,89,68
3359,student_3359,98,66
3360,student_3360,93,75
3361,student_3361,83,74
3362,student_3362,82,51
3363,student_3363,90,98
3364,student_3364,74,86
3365,student_3365,99,80
3366,student_3366,86,72
3367,student_3367,77,96
3368,student_3368,64,65
3369,student_3369,88,64
3370,student_3370,55,51
3371,student_3371,62,99
3372,student_3372,95,95
3373,student_3373,78,58
3374,student_3374,57,56
3375,student_3375,51,96
3376,student_3376,97,59
3377,student_3377,87,93
3378,student_3378,89,82
3379,student_3379,94,59
3380,student_3380,68,71
3381,student_3381,82,87
3382,student_3382,79,100
3383,student_3383,80,65
3384,student_3384,97,96
3385,student_3385,74,94
3386,student_3386,87,89
3387,student_3387,57,68
3388,student_3388,94,84
3389,student_3389,74,75
3390,student_3390,61,84
3391,student_3391,76,66
3392,student_3392,76,58
3393,student_3393,87,94
3394,student_3394,92,60
3395,student_3395,67,84
3396,student_3396,63,80
3397,student_3397,89,72
3398,student_3398,86,65
3399,student_3399,84,94
3400,student_3400,100,90
3401,student_3401,60,82
3402,student_3402,92,56
3403,student_3403,58,59
3404,student_3404,60,51
3405,student_3405,68,85
3406,student_3406,57,69
3407,student_3407,85,75
3408,student_3408,66,53
3409,student_3409,72,72
3410,student_3410,55,58
3411,student_3411,68,99
3412,student_3412,78,93
3413,student_3413,54,72
3414,student_3414,62,58
3415,student_3415,57,88
3416,student_3416,95,72
3417,student_3417,87,86
3418,student_3418,87,69
3419,student_3419,88,72
3420,student_3420,82,77
3421,student_3421,84,83
3422,student_3422,85,61
3423,student_3423,86,84
3424,student_3424,96,64
3425,student_3425,56,73
3426,student_3426,71,89
3427,student_3427,68,67
3428,student_3428,55,91
3429,student_3429,79,91
3430,student_3430,67,80
3431,student_3431,50,62
3432,student_3432,78,50
3433,student_3433,100,50
3434,student_3434,82,75
3435,student_3435,60,74
3436,student_3436,92,95
3437,student_3437,94,62
3438,student_3438,91,55
3439,student_3439,63,78
3440,student_3440,58,90
3441,student_3441,91,84
3442,student_3442,72,76
3443,student_3443,56,54
3444,student_3444,95,88
3445,student_3445,60,98
3446,student_3446,91,67
3447,student_3447,89,76
3448,student_3448,94,51
3449,student_3449,91,71
3450,student_3450,78,69
3451,student_3451,75,92
3452,student_3452,74,53
3453,student_3453,79,54
3454,student_3454,96,52
3455,student_3455,92,61
3456,student_3456,91,89
3457,student_3457,62,68
3458,student_3458,76,60
3459,student_3459,100,66
3460,student_3460,85,61
3461,student_3461,64,63
3462,student_3462,85,72
3463,student_3463,64,72
3464,student_3464,67,83
3465,student_3465,51,82
3466,student_3466,55,69
3467,student_3467,71,99
3468,student_3468,70,100
3469,student_3469,88,74
3470,student_3470,88,64
3471,student_3471,55,59
3472,student_3472,56,50
3473,student_3473,73,62
3474,student_3474,55,62
3475,student_3475,68,72
3476,student_3476,73,52
3477,student_3477,63,93
3478,student_3478,85,78
3479,student_3479,77,72
3480,student_3480,72,74
3481,student_3481,75,53
3482,student_3482,72,90
3483,student_3483,85,87
3484,student_3484,93,78
3485,student_3485,65,86
3486,student_3486,100,68
3487,student_3487,89,82
3488,student_3488,78,71
3489,student_3489,68,83
3490,student_3490,60,76
3491,student_3491,56,89
3492,student_3492,99,86
3493,student_3493,69,94
3494,student_3494,98,100
3495,student_3495,72,74
3496,student_3496,91,62
3497,student_3497,83,65
3498,student_3498,96,52
3499,student_3499,63,78
3500,student_3500,89,97
3501,student_3501,81,97
3502,student_3502,91,75
3503,student_3503,80,60
3504,student_3504,100,72
3505,student_3505,75,61
3506,student_3506,66,92
3507,student_3507,53,59
3508,student_3508,63,91
3509,student_3509,51,70
3510,student_3510,85,83
3511,student_3511,80,95
3512,student_3512,68,69
3513,student_3513,89,74
3514,student_3514,62,58
3515,student_3515,64,71
3516,student_3516,58,67
3517,student_3517,79,90
3518,student_3518,83,64
3519,student_3519,87,51
3520,student_3520,71,71
3521,student_3521,64,52
3522,student_3522,79,90
3523,student_3523,77,83
3524,student_3524,84,67
3525,student_3525,79,98
3526,student_3526,100,58
3527,student_3527,92,67
3528,student_3528,61,79
3529,student_3529,76,77
3530,student_3530,94,64
3531,student_3531,94,68
3532,student_3532,57,54
3533,student_3533,76,85
3534,student_3534,88,78
3535,student_3535,96,88
3536,student_3536,82,84
3537,student_3537,69,67
3538,student_3538,62,50
3539,student_3539,80,77
3540,student_3540,66,60
3541,student_3541,52,62
3542,student_3542,71,68
3543,student_3543,88,69
3544,student_3544,70,75
3545,student_3545,57,92
3546,student_3546,59,82
3547,student_3547,75,98
3548,student_3548,100,91
3549,student_3549,75,82
3550,student_3550,51,82
3551,student_3551,71,97
3552,student_3552,60,78
3553,student_3553,59,67
3554,student_3554,73,83
3555,student_3555,89,77
3556,student_3556,54,51
3557,student_3557,100,61
3558,student_3558,70,51
3559,student_3559,75,100
3560,student_3560,100,52
3561,student_3561,78,97
3562,student_3562,95,85
3563,student_3563,56,93
3564,student_3564,100,53
3565,student_3565,100,68
3566,student_3566,83,87
3567,student_3567,93,77
3568,student_3568,53,54
3569,student_3569,67,98
3570,student_3570,90,84
3571,student_3571,97,83
3572,student_3572,87,78
3573,student_3573,99,61
3574,student_3574,64,92
3575,student_3575,90,74
3576,student_3576,50,74
3577,student_3577,95,63
3578,student_3578,96,93
3579,student_3579,96,85
3580,student_3580,50,87
3581,student_3581,57,96
3582,student_3582,50,84
3583,student_3583,99,67
3584,student_3584,89,90
3585,student_3585,62,63
3586,student_3586,71,88
3587,student_3587,70,77
3588,student_3588,76,79
3589,student_3589,93,85
3590,student_3590,65,53
3591,student_3591,56,57
3592,student_3592,80,82
3593,student_3593,86,73
3594,student_3594,82,83
3595,student_3595,82,97
3596,student_3596,99,57
3597,student_3597,76,84
3598,student_3598,67,63
3599,student_3599,80,89
3600,student_3600,60,97
3601,student_3601,90,71
3602,student_3602,57,89
3603,student_3603,63,62
3604,student_3604,81,91
3605,student_3605,93,54
3606,student_3606,55,91
3607,student_3607,60,68
3608,student_3608,97,84
3609,student_3609,94,80
3610,student_3610,67,93
3611,student_3611,72,61
3612,student_3612,81,93
